(0, 526.06591796875, 255.9375)
(0, 526.06591796875, 261.5625)
(0, 526.06591796875, 255.9375)
(0, 526.06591796875, 261.5625)
(0, 526.06591796875, 255.9375)
(0, 526.06591796875, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 526.06591796875, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 267.1875)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 514.8131713867188, 267.1875)
(0, 514.8131713867188, 267.1875)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 520.4395751953125, 261.5625)
(0, 514.8131713867188, 267.1875)
(0, 514.8131713867188, 267.1875)
(0, 520.4395751953125, 267.1875)
(0, 520.4395751953125, 267.1875)
(0, 526.06591796875, 261.5625)
(0, 526.06591796875, 261.5625)
(0, 526.06591796875, 255.9375)
(0, 526.06591796875, 261.5625)
(0, 526.06591796875, 255.9375)
(0, 526.06591796875, 261.5625)
(0, 531.6923217773438, 255.9375)
(0, 542.945068359375, 255.9375)
(0, 537.3186645507812, 255.9375)
(0, 531.6923217773438, 261.5625)
(0, 526.06591796875, 267.1875)
(0, 514.8131713867188, 278.4375)
(0, 514.8131713867188, 278.4375)
(0, 509.18682861328125, 278.4375)
(0, 509.18682861328125, 278.4375)
(0, 509.18682861328125, 278.4375)
(0, 509.18682861328125, 284.0625)
(0, 503.5604553222656, 284.0625)
(0, 509.18682861328125, 284.0625)
(0, 503.5604553222656, 289.6875)
(0, 503.5604553222656, 284.0625)
(0, 503.5604553222656, 284.0625)
(0, 503.5604553222656, 289.6875)
(0, 503.5604553222656, 284.0625)
(0, 503.5604553222656, 289.6875)
(0, 509.18682861328125, 284.0625)
(0, 509.18682861328125, 284.0625)
(0, 509.18682861328125, 284.0625)
(0, 509.18682861328125, 284.0625)
(0, 509.18682861328125, 284.0625)
(0, 514.8131713867188, 284.0625)
(0, 520.4395751953125, 278.4375)
(0, 526.06591796875, 278.4375)
(0, 548.5714721679688, 261.5625)
(0, 554.1978149414062, 261.5625)
(0, 571.0769653320312, 255.9375)
(0, 576.7033081054688, 250.3125)
(0, 576.7033081054688, 244.6875)
